name,address1,city,state,zip,full_address,g_lat,g_lon,g_country,g_state,g_county,g_city,g_postcode,g_street,g_number,g_confidence,g_formatted,g_quality
Dollar Tree #2063,2124 West Union Blvd.,Bethlehem,PA,18018,"2124 West Union Blvd. Bethlehem, PA 18018",40.6292327,-75.4188003,USA,Pennsylvania,Lehigh County,Bethlehem,18018,West Union Boulevard,2124,10,"Dollar Tree, 2124 West Union Boulevard, Bethlehem, PA 18018, United States of America",number
Dollar Tree #5679,3691 Rt. 378,Bethlehem,PA,18015,"3691 Rt. 378 Bethlehem, PA 18015",40.588029,-75.386394,United States of America,Pennsylvania,,Bethlehem,,State Rte 378,,8,"State Rte 378, Bethlehem, PA, United States of America",street
Dollar Tree #1557,3821 Nazareth Pike,Bethlehem,PA,18020,"3821 Nazareth Pike Bethlehem, PA 18020",40.6868765,-75.33813019999999,USA,Pennsylvania,Northampton County,Bethlehem,18020,Nazareth Pike,,9,"Nazareth Pike, Bethlehem, PA 18020, United States of America",street
Dollar Tree #3677,202 Resort Plaza Drive,Blairsville,PA,15717,"202 Resort Plaza Drive Blairsville, PA 15717",40.442937,-79.227971,United States of America,Pennsylvania,,Blairsville,,Resort Plaza Dr,,9,"Resort Plaza Dr, Blairsville, PA, United States of America",street
Dollar Tree #7056,8472 Allentown Pike,Blandon,PA,19510,"8472 Allentown Pike Blandon, PA 19510",40.450676,-75.89478800000001,United States of America,Pennsylvania,,Blandon,,Allentown Pike,8472,10,"8472 Allentown Pike, Blandon, PA, United States of America",number
Dollar Tree #1909,1381 Columbia Blvd.,Bloomsburg,PA,17815,"1381 Columbia Blvd. Bloomsburg, PA 17815",41.0013964,-76.44773859999999,USA,Pennsylvania,Columbia County,Bloomsburg,17839,Columbia Boulevard,,9,"Columbia Boulevard, Bloomsburg, PA 17839, United States of America",street
Dollar Tree #3011,76 Lunger Dr. Ste 10,Bloomsburg,PA,17815,"76 Lunger Dr. Ste 10 Bloomsburg, PA 17815",41.013331,-76.48463700000001,United States of America,Pennsylvania,,Bloomsburg,,Lunger Dr,76,10,"76 Lunger Dr, Bloomsburg, PA, United States of America",number
Dollar Tree #524,633 Conchester Hwy,Boothwyn,PA,19061,"633 Conchester Hwy Boothwyn, PA 19061",39.8493972,-75.4438514,USA,Pennsylvania,Delaware County,Upper Chichester Township,19061,Conchester Highway,633,10,"633 Conchester Highway, Upper Chichester Township, PA 19061, United States of America",number
Dollar Tree #4891,823 E. Philadelphia Ave,Boyertown,PA,19512,"823 E. Philadelphia Ave Boyertown, PA 19512",40.329617,-75.630438,USA,Pennsylvania,Berks County,Boyertown,19512,East Philadelphia Avenue,,9,"East Philadelphia Avenue, Boyertown, PA 19512, United States of America",street
Dollar Tree #2149,1001 East Main St,Bradford,PA,16701,"1001 East Main St Bradford, PA 16701",41.7865351,-76.7755952,USA,Pennsylvania,Bradford County,Troy,16947,East Main Street,1001,10,"1001 East Main Street, Troy, PA 16947, United States of America",number
Dollar Tree #1012,324 Town Square Way,Brentwood,PA,15227,"324 Town Square Way Brentwood, PA 15227",40.366914,-79.98165400000001,United States of America,Pennsylvania,,Pittsburgh,,Towne Square Way,,5,"Towne Square Way, Pittsburgh, PA, United States of America",street
Dollar Tree #203,1155 Washington Pike Suite 49,Bridgeville,PA,15017,"1155 Washington Pike Suite 49 Bridgeville, PA 15017",40.3639238,-80.1098089,USA,Pennsylvania,Allegheny County,Bridgeville,15106,Washington Pike,,9,"Washington Pike, Bridgeville, PA 15106, United States of America",street
Dollar Tree #588,200 Commerce Circle .,Bristol,PA,19007,"200 Commerce Circle . Bristol, PA 19007",40.1012043,-74.8728507,USA,Pennsylvania,Bucks County,Bristol,19007,Commerce Circle,200,10,"200 Commerce Circle, Bristol, PA 19007, United States of America",number
Dollar Tree #4791,4811 Edgmont Ave,Brookhaven,PA,19015,"4811 Edgmont Ave Brookhaven, PA 19015",39.8717554,-75.38662410000001,USA,Pennsylvania,Delaware County,Brookhaven,19015,Edgmont Avenue,,9,"Edgmont Avenue, Brookhaven, PA 19015, United States of America",street
Dollar Tree #1620,1991 Sproul Road,Broomall,PA,19008,"1991 Sproul Road Broomall, PA 19008",39.9817826,-75.3610857,USA,Pennsylvania,Delaware County,Marple Township,19008,Sproul Road,,9,"Sproul Road, Marple Township, PA 19008, United States of America",street
Dollar Tree #177,325 West Freedom Avenue Suite 135,Burnham,PA,17009,"325 West Freedom Avenue Suite 135 Burnham, PA 17009",40.630668,-77.57376840000001,USA,Pennsylvania,Mifflin County,Burnham,17009,West Freedom Avenue,325,9,"Giant Food Store, 325 West Freedom Avenue, Burnham, PA 17009, United States of America",number
Dollar Tree #6349,101 Clearview Circle,Butler,PA,16001,"101 Clearview Circle Butler, PA 16001",40.8955265,-79.9034298,USA,Pennsylvania,Butler County,Center Township,16001,Clearview Circle,101,10,"Rural King, 101 Clearview Circle, Center Township, PA 16001, United States of America",number
Dollar Tree #233,770 Butler Crossing,Butler,PA,16001,"770 Butler Crossing Butler, PA 16001",40.877004,-79.942329,United States of America,Pennsylvania,,Butler,,Butler Cmns,,7,"Butler Cmns, Butler, PA, United States of America",street
Dollar Tree #3028,89 Brooklyn Street.,Carbondale,PA,18407,"89 Brooklyn Street. Carbondale, PA 18407",41.5669097,-75.5125377,USA,Pennsylvania,Lackawanna County,Carbondale,18407,Brooklyn Street,89,10,"89 Brooklyn Street, Carbondale, PA 18407, United States of America",number
Dollar Tree #908,254 Westminster Dr.,Carlisle,PA,17013,"254 Westminster Dr. Carlisle, PA 17013",40.190431,-77.16128999999999,United States of America,Pennsylvania,,Carlisle,,Westminster Dr,,8,"Westminster Dr, Carlisle, PA, United States of America",street
Dollar Tree #3431,650 E High Street Suite 640,Carlisle,PA,17013,"650 E High Street Suite 640 Carlisle, PA 17013",40.2004897,-77.1780673,USA,Pennsylvania,Cumberland County,Carlisle,17013,East High Street,650,10,"650 East High Street, Carlisle, PA 17013, United States of America",number
Dollar Tree #5207,1061 Washington Ave,Carnegie,PA,15106,"1061 Washington Ave Carnegie, PA 15106",40.3988561,-80.0828164,USA,Pennsylvania,Allegheny County,Carnegie,15106,Washington Avenue,1061,10,"1061 Washington Avenue, Carnegie, PA 15106, United States of America",number
Dollar Tree #1707,1351 Lincoln Way East,Chambersburg,PA,17202,"1351 Lincoln Way East Chambersburg, PA 17202",39.927045,-77.62701300000001,USA,Pennsylvania,Franklin County,Chambersburg,17201,Lincoln Way East,1351,10,"1351 Lincoln Way East, Chambersburg, PA 17201, United States of America",number
Dollar Tree #22,971 Wayne Ave.,Chambersburg,PA,17201,"971 Wayne Ave. Chambersburg, PA 17201",39.9130223,-77.6521219,USA,Pennsylvania,Franklin County,Chambersburg,17201,Wayne Avenue,971,10,"971 Wayne Avenue, Chambersburg, PA 17201, United States of America",number
Dollar Tree #6004,1118 Avenue of the States,Chester,PA,19013,"1118 Avenue of the States Chester, PA 19013",39.8560756,-75.36117609999999,USA,Pennsylvania,Delaware County,Chester,19013,Avenue of the States,1118,10,"Dollar Tree, 1118 Avenue of the States, Chester, PA 19013, United States of America",number
Dollar Tree #1078,90 Clarion Plaza,Clarion,PA,16214,"90 Clarion Plaza Clarion, PA 16214",40.869323,-79.170118,United States of America,Pennsylvania,,Smicksburg,,Clarion St,,7,"Clarion St, Smicksburg, PA, United States of America",street
Dollar Tree #2246,170 Plaza Drive,Clearfield,PA,16830,"170 Plaza Drive Clearfield, PA 16830",40.933819,-78.46478999999999,United States of America,Pennsylvania,,Clearfield,,Polles Rd,,6,"Polles Rd, Clearfield, PA, United States of America",street
Dollar Tree #2853,9335 State Route 61.,Coal Township,PA,17866,"9335 State Route 61. Coal Township, PA 17866",40.790002,-76.49625899999999,United States of America,Pennsylvania,,Coal,,State Rte 61,,7,"State Rte 61, Coal, PA, United States of America",street
Dollar Tree #6484,120 Airport Boulevard,Coatesville,PA,19320,"120 Airport Boulevard Coatesville, PA 19320",39.983867,-75.86730799999999,United States of America,Pennsylvania,,Coatesville,,Airport Rd,,9,"Airport Rd, Coatesville, PA, United States of America",street
Dollar Tree #1647,130 W Main Street Suite 154,Collegeville,PA,19426,"130 W Main Street Suite 154 Collegeville, PA 19426",40.19486,-75.466632,United States of America,Pennsylvania,,Collegeville,,W Main St,,9,"W Main St, Collegeville, PA, United States of America",street
Dollar Tree #7136,1952 University Dr #31,Connellsville,PA,15425,"1952 University Dr #31 Connellsville, PA 15425",39.995239,-79.611289,United States of America,Pennsylvania,,Dunbar,,University Dr,,6,"University Dr, Dunbar, PA, United States of America",street
Dollar Tree #2347,840 Vanderbilt Rd,Connellsville,PA,15425,"840 Vanderbilt Rd Connellsville, PA 15425",40.018908,-79.60342199999999,United States of America,Pennsylvania,,Connellsville,,Vanderbilt Rd,840,10,"840 Vanderbilt Rd, Connellsville, PA, United States of America",number
Dollar Tree #1272,5990 University Blvd #30,Coraopolis,PA,15108,"5990 University Blvd #30 Coraopolis, PA 15108",40.517724,-80.219994,United States of America,Pennsylvania,,Coraopolis,,University Blvd,,7,"University Blvd, Coraopolis, PA, United States of America",street
Dollar Tree #29,17 Kimberly Lane,Cranberry,PA,16319,"17 Kimberly Lane Cranberry, PA 16319",41.3508042,-79.71722440000001,USA,Pennsylvania,Venango County,Cranberry Township,16319,Kimberly Lane,17,10,"Dollar Tree, 17 Kimberly Lane, Cranberry Township, PA 16319, United States of America",number
Dollar Tree #186,20111 Route 19,Cranberry Township,PA,16066,"20111 Route 19 Cranberry Township, PA 16066",40.682348,-80.10077099999999,United States of America,Pennsylvania,,Cranberry,,Rte 19,,9,"Rte 19, Cranberry, PA, United States of America",street
Dollar Tree #2577,6520 Route 22,Delmont,PA,15626,"6520 Route 22 Delmont, PA 15626",40.399258,-79.57982699999999,United States of America,Pennsylvania,,Delmont,,US Hwy 22,,6,"US Hwy 22, Delmont, PA, United States of America",street
Dollar Tree #1670,640 Commerce Blvd.,Dickson City,PA,18519,"640 Commerce Blvd. Dickson City, PA 18519",41.4618627,-75.64818099999999,USA,Pennsylvania,Lackawanna County,Dickson City,18519,Commerce Boulevard,640,10,"640 Commerce Boulevard, Dickson City, PA 18519, United States of America",number
Dollar Tree #5710,1400 Main Street,Dickson Cty,PA,18447,"1400 Main Street Dickson Cty, PA 18447",41.4681598,-75.61245049999999,USA,Pennsylvania,Lackawanna County,Dickson City,18519,Main Street,1400,10,"1400 Main Street, Dickson City, PA 18519, United States of America",number
Dollar Tree #2446,870 N. US Highway 15,Dillsburg,PA,17019,"870 N. US Highway 15 Dillsburg, PA 17019",40.130985,-77.020053,United States of America,Pennsylvania,,Dillsburg,,US Hwy 15,,9,"US Hwy 15, Dillsburg, PA, United States of America",street
Dollar Tree #2372,1065 Pontiac Rd,Drexel Hill,PA,19026,"1065 Pontiac Rd Drexel Hill, PA 19026",39.954754,-75.324134,United States of America,Pennsylvania,,Drexel Hill,,Pontiac Rd,1065,10,"1065 Pontiac Rd, Drexel Hill, PA, United States of America",number
Dollar Tree #2421,160 Commons Drive.,Dubois,PA,15801,"160 Commons Drive. Dubois, PA 15801",41.126085,-78.732015,United States of America,Pennsylvania,,DuBois,,Commons Dr,,9,"Commons Dr, DuBois, PA, United States of America",street
Dollar Tree #24,211 Glimcher Drive,Duncansville,PA,16635,"211 Glimcher Drive Duncansville, PA 16635",40.42341,-78.43389999999999,United States of America,Pennsylvania,,Duncansville,,,,6,"Duncansville, PA, United States of America",city
Dollar Tree #6722,50 Village Center,Duryea,PA,18642,"50 Village Center Duryea, PA 18642",41.350888,-75.751311,United States of America,Pennsylvania,,Duryea,,Center St,,5,"Center St, Duryea, PA, United States of America",street
Dollar Tree #1672,3200 Ridge Pike.,Eagleville,PA,19403,"3200 Ridge Pike. Eagleville, PA 19403",40.1564083,-75.40580439999999,USA,Pennsylvania,Montgomery County,Lower Providence Township,19403,Ridge Pike,3200,9,"Genuardi's 1408, 3200 Ridge Pike, Lower Providence Township, PA 19403, United States of America",number
Dollar Tree #5049,622 Gravel Pike,East Greenville,PA,18041,"622 Gravel Pike East Greenville, PA 18041",40.414251,-75.509029,United States of America,Pennsylvania,,East Greenville,,Gravel Pike,,8,"Gravel Pike, East Greenville, PA, United States of America",street
Dollar Tree #4188,1700 Sullivan Trl. Ste 1A,Easton,PA,18040,"1700 Sullivan Trl. Ste 1A Easton, PA 18040",40.7068658,-75.2130597,USA,Pennsylvania,Northampton County,Easton,18042,Sullivan Trail,,9,"Sullivan Trail, Easton, PA 18042, United States of America",street
Dollar Tree #1661,2455 Nazereth Road.,Easton,PA,18045,"2455 Nazereth Road. Easton, PA 18045",40.687596,-75.252781,United States of America,Pennsylvania,,Easton,,Nazareth Rd,,9,"Nazareth Rd, Easton, PA, United States of America",street
Dollar Tree #1196,300 Walmart Dr Ste 110,Ebensburg,PA,15931,"300 Walmart Dr Ste 110 Ebensburg, PA 15931",40.473278,-78.748491,United States of America,Pennsylvania,,Ebensburg,,Walmart Dr,,6,"Walmart Dr, Ebensburg, PA, United States of America",street
Dollar Tree #7289,206 Waterford Street,Edinboro,PA,16412,"206 Waterford Street Edinboro, PA 16412",41.8754884,-80.1269381,USA,Pennsylvania,Erie County,Edinboro,16412,Waterford Street,206,10,"206 Waterford Street, Edinboro, PA 16412, United States of America",number
Dollar Tree #1384,37 West Side Mall,Edwardsville,PA,18704,"37 West Side Mall Edwardsville, PA 18704",41.2597381,-75.9031568,USA,Pennsylvania,Luzerne County,Edwardsville,,,,9,"West Side Mall, Edwardsville, PA, United States of America",city
Dollar Tree #4636,279 State Route 288 Suite #1356,Ellwood City,PA,16117,"279 State Route 288 Suite #1356 Ellwood City, PA 16117",40.846424,-80.25978600000001,United States of America,Pennsylvania,,Ellwood City,,State Rte 288,279,10,"279 State Rte 288, Ellwood City, PA, United States of America",number
Dollar Tree #2742,220 Crossing Blvd.,Elverson,PA,19520,"220 Crossing Blvd. Elverson, PA 19520",40.528676,-75.922276,United States of America,Pennsylvania,,Hamburg,,Scenic Ave,,3,"Scenic Ave, Hamburg, PA, United States of America",street
Dollar Tree #2146,417 North Enola Road,Enola,PA,17025,"417 North Enola Road Enola, PA 17025",40.2988166,-76.92836939999999,USA,Pennsylvania,Cumberland County,,17025,North Enola Road,417,10,"417 North Enola Road, Enola, PA 17025, United States of America",number
Dollar Tree #2388,369 N Reading Road,Ephrata,PA,17522,"369 N Reading Road Ephrata, PA 17522",40.1934034,-76.1740434,USA,Pennsylvania,Lancaster County,Ephrata,17522,North Reading Road,369,10,"369 North Reading Road, Ephrata, PA 17522, United States of America",number
Dollar Tree #426,1914 Keystone Dr.,Erie,PA,16509,"1914 Keystone Dr. Erie, PA 16509",42.058415,-80.0839368,USA,Pennsylvania,Erie County,Summit Township,16509,Keystone Drive,1914,10,"Dollar Tree, 1914 Keystone Drive, Summit Township, PA 16509, United States of America",number
Dollar Tree #6715,2036 East 38 th Street,Erie,PA,16510,"2036 East 38 th Street Erie, PA 16510",42.118577,-80.022614,United States of America,Pennsylvania,,Erie,,E 38th St,,9,"E 38th St, Erie, PA, United States of America",street
Dollar Tree #4659,2211 West 12th Street.,Erie,PA,16505,"2211 West 12th Street. Erie, PA 16505",42.105136,-80.130922,USA,Pennsylvania,Erie County,Millcreek Township,16505,West 12th Street,2211,10,"2211 West 12th Street, Millcreek Township, PA 16505, United States of America",number
Dollar Tree #1862,3708 Liberty Street.,Erie,PA,16508,"3708 Liberty Street. Erie, PA 16508",42.0964884,-80.08470440000001,USA,Pennsylvania,Erie County,Erie,16508,Liberty Street,3708,10,"3708 Liberty Street, Erie, PA 16508, United States of America",number
Dollar Tree #6152,954 East 26th Street,Erie,PA,16504,"954 East 26th Street Erie, PA 16504",42.1197887,-80.05246409999999,USA,Pennsylvania,Erie County,Erie,16504,East 26th Street,954,10,"954 East 26th Street, Erie, PA 16504, United States of America",number
Dollar Tree #4622,152 Newberry Parkway,Etters,PA,17319,"152 Newberry Parkway Etters, PA 17319",39.804627,-76.961366,United States of America,Pennsylvania,,Hanover,,Newberry St,,5,"Newberry St, Hanover, PA, United States of America",street
Dollar Tree #1004,44 Bedford Square,Everett,PA,15537,"44 Bedford Square Everett, PA 15537",40.018524,-78.462593,United States of America,Pennsylvania,,Everett,,Bedford Sq,44,10,"44 Bedford Sq, Everett, PA, United States of America",number
Dollar Tree #1664,260 North Pottstown Pike Suite. 80,Exton,PA,19341,"260 North Pottstown Pike Suite. 80 Exton, PA 19341",40.0468,-75.64319999999999,United States of America,Pennsylvania,Chester County,,19341,,,7,"Chester County, PA 19341, United States of America",postcode
Dollar Tree #4125,400 W Lincoln Hwy Ste 400,Exton,PA,19341,"400 W Lincoln Hwy Ste 400 Exton, PA 19341",40.0468,-75.64319999999999,United States of America,Pennsylvania,Chester County,,19341,,,7,"Chester County, PA 19341, United States of America",postcode
Dollar Tree #2252,457 S Oxford Valley Rd.,Fairless Hills,PA,19030,"457 S Oxford Valley Rd. Fairless Hills, PA 19030",40.1692757,-74.85010389999999,USA,Pennsylvania,Bucks County,Bristol Township,19030,South Oxford Valley Road,457,10,"457 South Oxford Valley Road, Bristol Township, PA 19030, United States of America",number
Dollar Tree #5320,610 Lincoln Hwy,Fairless Hills,PA,19030,"610 Lincoln Hwy Fairless Hills, PA 19030",40.183163,-74.8589975,USA,Pennsylvania,Bucks County,Falls Township,19030,Lincoln Highway,,9,"Lincoln Highway, Falls Township, PA 19030, United States of America",street
Dollar Tree #1663,759 Bustleton Pike,Feasterville,PA,19053,"759 Bustleton Pike Feasterville, PA 19053",40.1547,-74.99039999999999,United States of America,Pennsylvania,Bucks County,,19053,,,7,"Bucks County, PA 19053, United States of America",postcode
